@relation feature_values_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute DefaultAccuracy numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute IncompleteInstanceCount numeric
@attribute InstanceCount numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute NumAttributes numeric
@attribute NumBinaryAtts numeric
@attribute NumMissingValues numeric
@attribute NumNominalAtts numeric
@attribute NumNumericAtts numeric
@attribute PercentageOfBinaryAtts numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNominalAtts numeric
@attribute PercentageOfNumericAtts numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute ClassCount numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute NegativePercentage numeric
@attribute NoiseToSignalRatio numeric
@attribute PositivePercentage numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.Kappa numeric
@attribute JRipAUC numeric
@attribute JRipErrRate numeric
@attribute JRipKappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute SimpleLogisticAUC numeric
@attribute SimpleLogisticErrRate numeric
@attribute SimpleLogisticKappa numeric
@attribute kNN_1NAUC numeric
@attribute kNN_1NErrRate numeric
@attribute kNN_1NKappa numeric
@attribute kNN_2NAUC numeric
@attribute kNN_2NErrRate numeric
@attribute kNN_2NKappa numeric
@attribute kNN_3NAUC numeric
@attribute kNN_3NErrRate numeric
@attribute kNN_3NKappa numeric
@attribute NBTreeAUC numeric
@attribute NBTreeErrRate numeric
@attribute NBTreeKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute SVMe1AUC numeric
@attribute SVMe1ErrRate numeric
@attribute SVMe1Kappa numeric
@attribute SVMe2AUC numeric
@attribute SVMe2ErrRate numeric
@attribute SVMe2Kappa numeric
@attribute SVMe3AUC numeric
@attribute SVMe3ErrRate numeric
@attribute SVMe3Kappa numeric

@data
719,1,8,137,0,0,3,0.686131,94,43,2,0.058394,0,137,4,7.302069,41.883212,2.5,1.038765,13.73112,2,8,3,0,4,3,0.375,0,0.5,0.375,1,0,0,0,1,0,0,0,0,2,0.897589,29.402511,1.044381,0.030528,0.686131,33.211023,0.313869,0.614918,0.313869,0,0.494186,0.313869,0.494186,0.313869,0.494186,0.313869,0.494186,0.313869,0,0.648812,0.313869,0.195109,0.648812,0.313869,0.195109,0,0,0,0.621722,0.306569,0.20831,0.480455,0.313869,0,0.614424,0.335766,0.107871,0.635576,0.284672,0.280016,0.648689,0.29927,0.210541,0.513855,0.416058,0.015383,0.580901,0.357664,-0.016351,0.533028,0.394161,-0.017887,0.653389,0.357664,0.069835,0.758535,0.255474,0.387534,0.673429,0.284672,0.326314,0.651163,0.372263,0.141119,0.646462,0.386861,0.107437
720,1,9,4177,0,0,7,0.501796,2096,2081,2,0.002155,0,4177,3,11.015158,0.382703,3,0.620072,0.174618,3,9,0,0,1,7,0,0,0.111111,0.777778,0,5,0,17,32,4,0,17,34,2,0.999991,6.926887,1.58151,0.144364,0.501796,9.955043,0.498204,0.767831,0.252574,0.495017,0.796715,0.233421,0.796715,0.233421,0.818764,0.231745,0.766112,0.241082,0.517759,0.766112,0.241082,0.517759,0.786891,0.244913,0.510312,0.533127,0.533127,0.536575,0.802459,0.22983,0.540407,0.767831,0.252574,0.495017,0.822782,0.252574,0.495017,0.832146,0.238209,0.523532,0.868766,0.219057,0.561871,0.707357,0.285372,0.429195,0.77452,0.299737,0.399834,0.812504,0.247307,0.505339,0.820469,0.263826,0.472598,0.821066,0.264783,0.470507,0.859625,0.231745,0.536551,0.86385,0.229591,0.540817,0.860108,0.231985,0.536019
721,1,11,200,0,0,10,0.515,103,97,2,0.055,0,200,-1,-1.551409,-0.011,-1,0.020361,0.839202,-1,11,0,0,0,10,0,0,0,0.909091,-1,0,0,0,0,0,0,0,0,2,0.999351,-1,-1,-1,0.515,-1,0.485,0.808678,0.17,0.659284,0.808678,0.17,0.815284,0.17,0.858573,0.165,0.808678,0.17,0.659284,0.808678,0.17,0.659284,0.808678,0.17,0.659284,0.659284,0.65908,0.669802,0.843859,0.16,0.679712,0.648033,0.375,0.251796,0.701431,0.315,0.363508,0.853018,0.205,0.590246,0.863978,0.195,0.608591,0.798669,0.215,0.568706,0.842959,0.22,0.557744,0.843709,0.22,0.558543,0.884296,0.17,0.658051,0.763988,0.325,0.348828,0.920028,0.185,0.62911,0.858163,0.2,0.600838,0.901011,0.2,0.59964
724,1,4,468,0,0,2,0.555556,260,208,2,0.008547,0,468,9,-1.211417,16.75,9,0,9.385026,9,4,0,0,1,2,0,0,0.25,0.5,0,0,0,0,3,0,0,0,3,2,0.991076,3.040105,3.169925,0.326001,0.555556,8.723678,0.444444,0.64253,0.401709,0.200378,0.5,0.444444,0.775009,0.299145,0.889294,0.153846,0.828365,0.258547,0.48266,0.862454,0.220085,0.556671,0.877053,0.192308,0.61575,0,0.366197,0.690249,0.864368,0.16453,0.662116,0.828365,0.258547,0.48266,0.866679,0.198718,0.602753,0.911372,0.128205,0.740135,0.821015,0.264957,0.465005,0.84093,0.15812,0.677638,0.879872,0.166667,0.655545,0.916291,0.147436,0.700723,0.86373,0.198718,0.606858,0.873354,0.215812,0.561505,0.769859,0.258547,0.48266,0.858839,0.241453,0.508933,0.888406,0.200855,0.594439
725,1,9,8192,0,0,8,0.596313,4885,3307,2,0.001099,0,8192,-1,0.695349,1.654425,-1,0.469294,1.08274,-1,9,0,0,0,8,0,0,0,0.888889,-1,2,0,1,17,0,0,0,3,2,0.973066,-1,-1,-1,0.596313,-1,0.403687,0.765366,0.2052,0.550445,0.935052,0.078247,0.935052,0.078247,0.935052,0.078247,0.969191,0.07666,0.840037,0.969191,0.07666,0.840037,0.969191,0.07666,0.840037,0.837133,0.837133,0.837133,0.946158,0.072388,0.850398,0.902775,0.093994,0.80492,0.902775,0.093994,0.80492,0.902775,0.093994,0.80492,0.98883,0.058838,0.877502,0.721129,0.256226,0.453851,0.721129,0.256226,0.453851,0.721129,0.256226,0.453851,0.976627,0.074829,0.843988,0.973973,0.094482,0.801641,0.93369,0.05957,0.875159,0.93369,0.05957,0.875159,0.93369,0.05957,0.875159
726,1,6,100,0,0,5,0.6,60,40,2,0.06,0,100,-1,-0.669515,-0,-1,0.244282,1,-1,6,0,0,0,5,0,0,0,0.833333,-1,0,0,0,0,0,0,0,0,2,0.970951,-1,-1,-1,0.6,-1,0.4,0.7625,0.21,0.556962,0.794583,0.18,0.794583,0.18,0.794583,0.18,0.7625,0.21,0.556962,0.79125,0.2,0.576271,0.79125,0.2,0.576271,0.605263,0.605263,0.605263,0.7675,0.2,0.568966,0.74375,0.22,0.533898,0.817708,0.19,0.585153,0.817292,0.2,0.593496,0.725417,0.25,0.458874,0.708333,0.27,0.425532,0.815208,0.23,0.541833,0.776667,0.25,0.449339,0.773333,0.21,0.553191,0.7675,0.2,0.576271,0.74625,0.27,0.4,0.744583,0.28,0.380531,0.74625,0.25,0.439462
728,1,8,4052,0,0,7,0.760365,3081,971,2,0.001974,0,4052,-1,17.01412,281.948773,-1,2.74663,1.757793,-1,8,0,0,0,7,0,0,0,0.875,-1,2,0,4,4,4,0,4,2,2,0.794432,-1,-1,-1,0.760365,-1,0.239635,0.985083,0.00691,0.980862,0.985083,0.00691,0.985083,0.00691,0.985083,0.00691,0.985083,0.00691,0.980862,0.985083,0.00691,0.980862,0.985083,0.00691,0.980862,0.980862,0.980862,0.980862,0.98537,0.008144,0.977517,0.985083,0.00691,0.980862,0.98642,0.00691,0.980862,0.990557,0.00691,0.980862,0.993225,0.00691,0.980862,0.994587,0.014808,0.959136,0.992665,0.015795,0.956689,0.99318,0.016782,0.953688,0.986744,0.00691,0.980862,0.986117,0.030849,0.916958,0.993328,0.010118,0.972126,0.992533,0.014067,0.961467,0.992732,0.016782,0.953852
729,1,4,44,0,0,3,0.613636,27,17,2,0.090909,0,44,-1,-1.049583,35.015777,-1,0.282102,10.866984,-1,4,0,0,0,3,0,0,0,0.75,-1,0,0,0,0,0,0,0,0,2,0.962413,-1,-1,-1,0.613636,-1,0.386364,0.72658,0.25,0.5,0.801743,0.204545,0.801743,0.204545,0.801743,0.204545,0.827887,0.227273,0.54071,0.827887,0.227273,0.54071,0.827887,0.227273,0.54071,0.533019,0.533019,0.533019,0.727669,0.227273,0.498861,0.797386,0.181818,0.608018,0.797386,0.181818,0.608018,0.797386,0.181818,0.608018,0.980392,0.090909,0.808279,0.845316,0.136364,0.706013,0.845316,0.136364,0.706013,0.845316,0.136364,0.706013,0.843137,0.227273,0.47494,0.936819,0.136364,0.699317,0.757081,0.204545,0.543779,0.757081,0.204545,0.543779,0.757081,0.204545,0.543779
730,1,6,250,0,0,5,0.524,131,119,2,0.024,0,250,-1,-1.063603,0,-1,-0.079871,1,-1,6,0,0,0,5,0,0,0,0.833333,-1,0,0,0,0,0,0,0,0,2,0.998337,-1,-1,-1,0.524,-1,0.476,0.741003,0.244,0.507652,0.868497,0.16,0.868497,0.16,0.871736,0.148,0.741003,0.244,0.507652,0.886747,0.136,0.726741,0.886523,0.14,0.718378,0.678022,0.678022,0.703431,0.858618,0.152,0.695532,0.741003,0.244,0.507652,0.85865,0.196,0.608451,0.842838,0.204,0.590269,0.704343,0.292,0.412617,0.840015,0.16,0.679508,0.881038,0.192,0.619796,0.880429,0.18,0.639307,0.899031,0.172,0.654007,0.754121,0.292,0.412163,0.717108,0.316,0.365319,0.754378,0.288,0.421334,0.753929,0.316,0.364829
731,1,5,96,0,0,4,0.510417,49,47,2,0.052083,0,96,-1,0.164473,60.930062,-1,-0.133856,4.741661,-1,5,0,0,0,4,0,0,0,0.8,-1,0,0,1,1,0,0,1,3,2,0.999687,-1,-1,-1,0.510417,-1,0.489583,0.58858,0.447917,0.103388,0.595962,0.416667,0.595962,0.416667,0.595962,0.416667,0.594659,0.447917,0.114163,0.673686,0.3125,0.374185,0.673686,0.3125,0.374185,0.169909,0.169909,0.169909,0.633739,0.333333,0.335927,0.58858,0.447917,0.103388,0.611159,0.447917,0.103388,0.639383,0.34375,0.317241,0.719062,0.260417,0.480519,0.657186,0.34375,0.313692,0.664568,0.354167,0.298668,0.674989,0.385417,0.227826,0.58858,0.447917,0.103388,0.696049,0.322917,0.355844,0.721233,0.270833,0.460441,0.74251,0.291667,0.418936,0.766826,0.270833,0.460441
732,1,51,250,0,0,50,0.532,133,117,2,0.204,0,250,-1,-1.187515,0,-1,0.003338,1,-1,51,0,0,0,50,0,0,0,0.980392,-1,0,0,0,1,0,0,0,0,2,0.997043,-1,-1,-1,0.532,-1,0.468,0.694011,0.324,0.351668,0.7032,0.3,0.720069,0.288,0.699377,0.292,0.700051,0.292,0.405344,0.700051,0.292,0.405344,0.788092,0.264,0.472,0.39222,0.419242,0.406581,0.716921,0.296,0.398765,0.492192,0.488,-0.038758,0.647902,0.336,0.33346,0.66355,0.352,0.28798,0.882013,0.18,0.636464,0.599383,0.4,0.198358,0.652689,0.384,0.206821,0.677688,0.364,0.270132,0.742786,0.288,0.420439,0.863376,0.248,0.501447,0.845768,0.228,0.54283,0.838941,0.236,0.528724,0.848314,0.224,0.552
733,1,7,209,0,0,6,0.732057,153,56,2,0.033493,0,209,-1,12.78412,2486.021531,-1,3.078385,2656.502062,-1,7,0,0,0,6,0,0,0,0.857143,-1,0,0,0,3,0,0,0,3,2,0.838497,-1,-1,-1,0.732057,-1,0.267943,0.818978,0.205742,0.526477,0.847923,0.124402,0.847923,0.124402,0.876576,0.095694,0.835026,0.133971,0.654586,0.835026,0.133971,0.654586,0.765406,0.143541,0.612149,0.65978,0.65978,0.735074,0.860761,0.119617,0.703479,0.779295,0.210526,0.475234,0.882061,0.114833,0.678131,0.907796,0.07177,0.813891,0.97549,0.086124,0.767289,0.916083,0.066986,0.829248,0.931256,0.08134,0.778891,0.950689,0.066986,0.823245,0.973973,0.076555,0.797994,0.970063,0.057416,0.85528,0.984127,0.043062,0.888335,0.985294,0.047847,0.876638,0.984827,0.057416,0.850251
735,1,13,8192,0,0,12,0.697632,5715,2477,2,0.001587,0,8192,-1,77.011771,135460.433724,-1,5.073066,67245.748377,-1,13,0,0,0,12,0,0,0,0.923077,-1,0,0,0,3,0,0,0,21,2,0.884166,-1,-1,-1,0.697632,-1,0.302368,0.772584,0.161133,0.591328,0.922424,0.102051,0.922424,0.102051,0.922183,0.102417,0.773457,0.16333,0.589573,0.826704,0.132935,0.676352,0.841837,0.120361,0.689104,0.750576,0.750576,0.750651,0.888589,0.099121,0.761172,0.772584,0.161133,0.591328,0.854569,0.145874,0.635602,0.900689,0.124756,0.684977,0.966076,0.085693,0.791783,0.870024,0.105713,0.747054,0.917652,0.110962,0.747191,0.934643,0.091797,0.77737,0.939991,0.105225,0.746996,0.949595,0.109741,0.727636,0.958537,0.090088,0.782178,0.952413,0.101929,0.750197,0.943567,0.113525,0.717602
736,1,4,111,0,0,3,0.522523,58,53,2,0.036036,0,111,-1,-0.156801,101.564565,-1,0.178113,44.652747,-1,4,0,0,0,3,0,0,0,0.75,-1,0,0,0,0,0,0,0,0,2,0.998536,-1,-1,-1,0.522523,-1,0.477477,0.691282,0.315315,0.380679,0.620852,0.414414,0.691282,0.315315,0.691282,0.315315,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.158537,0.380679,0.380679,0.67404,0.315315,0.369625,0.609466,0.414414,0.184084,0.632075,0.36036,0.28364,0.66542,0.324324,0.353189,0.749187,0.324324,0.353189,0.606864,0.387387,0.22554,0.607189,0.441441,0.09546,0.688029,0.351351,0.294146,0.677619,0.315315,0.380679,0.719258,0.315315,0.375703,0.73715,0.324324,0.350033,0.737476,0.315315,0.37369,0.732271,0.306306,0.394027
737,1,7,3107,0,0,6,0.504023,1566,1541,2,0.002253,0,3107,-1,1.952394,-15273134.720529,-1,0.033449,1912616.011723,-1,7,0,0,0,6,0,0,0,0.857143,-1,16,0,20,18,18,0,18,19,2,0.999953,-1,-1,-1,0.504023,-1,0.495977,0.72282,0.271001,0.457204,0.797328,0.226585,0.797328,0.226585,0.797328,0.226585,0.722629,0.271323,0.456528,0.735123,0.26907,0.460758,0.779203,0.252655,0.494209,0.546876,0.546876,0.546876,0.801672,0.22562,0.548528,0.540986,0.459607,0.08741,0.724242,0.328935,0.343285,0.733098,0.333441,0.333876,0.897184,0.166077,0.667684,0.765356,0.230126,0.53965,0.829095,0.224976,0.550808,0.842912,0.213711,0.572444,0.832764,0.218217,0.563221,0.803749,0.26907,0.462349,0.855756,0.214677,0.57043,0.890062,0.179916,0.640045,0.903336,0.161249,0.67739
738,1,12,195,2,2,1,0.620513,121,74,2,0.061538,2,195,184,0.223734,60.435897,21.5,-0.026435,11.216692,2,12,3,2,10,1,0.25,0.000855,0.833333,0.083333,57.112462,0,0,0,0,0,0,0,0,2,0.957679,6.901964,2.015864,0.138755,0.620513,13.528273,0.379487,0.779037,0.179487,0.596655,0.765747,0.184615,0.765747,0.184615,0.765747,0.184615,0.497934,0.379487,0,0.497934,0.379487,0,0.497934,0.379487,0,0.583975,0.583975,0.583975,0.774012,0.205128,0.557472,0.688575,0.282051,0.320902,0.688407,0.287179,0.314673,0.674782,0.292308,0.300371,0.779037,0.179487,0.596655,0.648034,0.297436,0.354894,0.754746,0.261538,0.388489,0.778256,0.266667,0.405697,0.797409,0.215385,0.535346,0.841077,0.184615,0.595249,0.828312,0.241026,0.505103,0.830721,0.266667,0.456592,0.825749,0.241026,0.502578
741,1,3,1024,0,0,1,0.50293,515,509,2,0.00293,0,1024,4,-0.131618,134.129883,4,0.724524,15.13884,4,3,0,0,1,1,0,0,0.333333,0.333333,0,5,0,6,3,4,0,6,3,2,0.999975,27.652898,1.84938,0.036162,0.50293,50.141994,0.49707,0.7119,0.280273,0.438721,0.7119,0.280273,0.7119,0.280273,0.7119,0.280273,0.724814,0.28125,0.436914,0.724814,0.28125,0.436914,0.768385,0.272461,0.454829,0.438721,0.438721,0.438721,0.7119,0.280273,0.438721,0.7119,0.280273,0.438721,0.761302,0.280273,0.438721,0.78833,0.274414,0.450744,0.776722,0.305664,0.389217,0.73606,0.31543,0.369545,0.75001,0.30957,0.381426,0.764637,0.298828,0.402556,0.749381,0.280273,0.438721,0.755662,0.308594,0.383511,0.772562,0.310547,0.379425,0.742661,0.333008,0.334502,0.753354,0.329102,0.342309
742,1,101,500,0,0,100,0.566,283,217,2,0.202,0,500,-1,-1.131079,0,-1,0.035221,1,-1,101,0,0,0,100,0,0,0,0.990099,-1,0,0,0,0,0,0,0,0,2,0.987394,-1,-1,-1,0.566,-1,0.434,0.728265,0.254,0.484929,0.809798,0.232,0.818168,0.206,0.792171,0.194,0.722077,0.254,0.482714,0.76413,0.224,0.531467,0.86605,0.172,0.648388,0.525221,0.584932,0.609111,0.862061,0.136,0.721078,0.674423,0.344,0.25496,0.711493,0.276,0.435786,0.628129,0.37,0.206363,0.655371,0.316,0.339763,0.526852,0.462,0.054023,0.51586,0.518,0.013979,0.524442,0.464,0.035856,0.892698,0.166,0.661202,0.690023,0.342,0.291303,0.624041,0.392,0.197787,0.621511,0.412,0.169422,0.628824,0.392,0.208055
744,1,6,250,0,0,5,0.564,141,109,2,0.024,0,250,-1,-0.260848,0,-1,0.416454,1,-1,6,0,0,0,5,0,0,0,0.833333,-1,0,0,0,0,0,0,0,0,2,0.988149,-1,-1,-1,0.564,-1,0.436,0.720834,0.256,0.483771,0.815961,0.188,0.815961,0.188,0.815961,0.188,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.616539,0.616539,0.616539,0.780467,0.2,0.592489,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.665105,0.332,0.31712,0.818986,0.176,0.64064,0.818986,0.176,0.64064,0.818986,0.176,0.64064,0.814822,0.236,0.519638,0.686707,0.284,0.424337,0.668423,0.32,0.341108,0.668423,0.32,0.341108,0.668423,0.32,0.341108
745,1,16,159,0,0,14,0.660377,105,54,2,0.100629,0,159,7,0.964341,598.332579,7,0.657058,77.317293,7,16,0,0,1,14,0,0,0.0625,0.875,0,0,0,0,0,0,0,0,1,2,0.924457,4.744182,-1,0.194861,0.660377,-6.131858,0.339623,0.947619,0.056604,0.872084,0.972487,0.062893,0.972487,0.062893,0.971781,0.062893,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.858516,0.858516,0.859788,0.959877,0.044025,0.901408,0.916226,0.062893,0.859788,0.918783,0.081761,0.810036,0.932275,0.069182,0.840754,0.974603,0.044025,0.90051,0.924339,0.062893,0.854555,0.953704,0.08805,0.790514,0.946296,0.08805,0.800108,0.985273,0.037736,0.915873,0.987831,0.056604,0.875489,0.985891,0.037736,0.915873,0.997591,0.018868,0.958496,0.995414,0.037736,0.916623
746,1,26,250,0,0,25,0.572,143,107,2,0.104,0,250,-1,-1.204525,0,-1,0.02268,1,-1,26,0,0,0,25,0,0,0,0.961538,-1,0,0,1,7,0,0,1,8,2,0.98499,-1,-1,-1,0.572,-1,0.428,0.623195,0.44,0.167927,0.787138,0.244,0.787138,0.244,0.787138,0.244,0.607673,0.392,0.155696,0.71345,0.3,0.379262,0.7392,0.276,0.432976,0.496334,0.496334,0.496334,0.824587,0.208,0.575191,0.597085,0.412,0.133055,0.722306,0.32,0.33709,0.709006,0.328,0.347009,0.598588,0.44,0.097117,0.563493,0.424,0.127888,0.551663,0.484,0.069517,0.580027,0.436,0.108487,0.820142,0.184,0.624208,0.610483,0.432,0.119776,0.618391,0.412,0.151565,0.573479,0.464,0.074133,0.569315,0.456,0.092183
747,1,5,167,0,0,0,0.772455,129,38,2,0.02994,0,167,5,0,0,4.75,0,0,4,5,0,0,4,0,0,0,0.8,0,0.5,0,0,0,2,0,0,0,2,2,0.773707,4.027743,2.177763,0.192094,0.772455,10.336941,0.227545,0.953488,0.071856,0.816079,0.498062,0.227545,0.498062,0.227545,0.953488,0.071856,0.953488,0.071856,0.816079,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0,0,0.816079,0.925847,0.08982,0.755824,0.896573,0.203593,0.487453,0.866279,0.179641,0.386481,0.832517,0.137725,0.611824,0.972664,0.065868,0.820938,0.9629,0.107784,0.698979,0.9629,0.107784,0.698979,0.962974,0.113772,0.685125,0.932579,0.08982,0.751414,0.950952,0.071856,0.816079,0.965501,0.071856,0.802911,0.972297,0.077844,0.795632,0.96759,0.071856,0.812955
748,1,6,163,0,0,3,0.711656,116,47,2,0.03681,0,163,2,3.506452,82.049931,2,1.157694,78.130447,2,6,2,0,2,3,0.333333,0,0.333333,0.5,0,1,0,1,0,1,0,1,0,2,0.866572,9.29089,0.968483,0.093271,0.711656,9.38352,0.288344,0.717993,0.319018,0.181221,0.618855,0.269939,0.618855,0.269939,0.618855,0.269939,0.494681,0.288344,0,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0.200624,0.200624,0.200624,0.685161,0.257669,0.355852,0.683602,0.312883,0.311667,0.773111,0.269939,0.257711,0.832172,0.208589,0.498098,0.839508,0.233129,0.367959,0.710473,0.245399,0.402054,0.758896,0.263804,0.212737,0.815022,0.226994,0.443378,0.82942,0.214724,0.510846,0.807685,0.269939,0.366319,0.816031,0.263804,0.29959,0.830704,0.239264,0.373386,0.760455,0.276074,0.286687
749,1,6,500,0,0,5,0.526,263,237,2,0.012,0,500,-1,-0.270805,-0,-1,0.419618,1,-1,6,0,0,0,5,0,0,0,0.833333,-1,0,0,0,6,0,0,0,3,2,0.998049,-1,-1,-1,0.526,-1,0.474,0.682141,0.304,0.386513,0.848061,0.156,0.848061,0.156,0.845735,0.152,0.665688,0.34,0.318156,0.800027,0.25,0.506973,0.834023,0.158,0.683077,0.686631,0.686631,0.694921,0.853331,0.164,0.669871,0.682141,0.304,0.386513,0.826683,0.216,0.570768,0.849361,0.22,0.560092,0.690844,0.37,0.256909,0.863214,0.136,0.727035,0.909427,0.154,0.694415,0.925487,0.124,0.751431,0.871079,0.166,0.667585,0.669827,0.358,0.284,0.687042,0.384,0.230239,0.706759,0.342,0.31742,0.736183,0.332,0.336965
750,1,8,500,0,0,7,0.508,254,246,2,0.016,0,500,-1,0.475083,23.99629,-1,-0.045441,14.797873,-1,8,0,0,0,7,0,0,0,0.875,-1,0,0,0,5,0,0,0,3,2,0.999815,-1,-1,-1,0.508,-1,0.492,0.526383,0.474,0.047917,0.52319,0.48,0.52319,0.48,0.52319,0.48,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.514524,0.492,0.008512,0.031196,0.031196,0.031196,0.518757,0.492,0.013221,0.530328,0.472,0.047957,0.550293,0.456,0.08106,0.568394,0.452,0.093563,0.476706,0.508,-0.025451,0.555886,0.444,0.111773,0.550349,0.468,0.056391,0.55491,0.44,0.119775,0.52319,0.48,0.031196,0.510163,0.482,0.032843,0.478218,0.528,-0.057489,0.489757,0.504,-0.008387,0.505713,0.514,-0.03044
752,1,33,8192,0,0,32,0.503906,4128,4064,2,0.004028,0,8192,-1,-1.197071,0.660609,-1,-0.002687,7.586924,-1,33,0,0,0,32,0,0,0,0.969697,-1,1,0,0,10,0,0,0,1,2,0.999956,-1,-1,-1,0.503906,-1,0.496094,0.649471,0.344971,0.310124,0.899172,0.120361,0.899172,0.120361,0.899172,0.120361,0.650465,0.343506,0.313127,0.778103,0.232056,0.535985,0.896722,0.121094,0.757836,0.759302,0.759302,0.759302,0.894667,0.130859,0.738228,0.607957,0.426147,0.144404,0.607893,0.425781,0.145157,0.608156,0.425781,0.145157,0.668644,0.343872,0.312131,0.558726,0.441284,0.117443,0.578394,0.44165,0.113415,0.592015,0.426392,0.147186,0.928914,0.120605,0.75879,0.661881,0.358765,0.282272,0.665294,0.351318,0.297232,0.608605,0.41394,0.172102,0.653677,0.379761,0.240607
753,1,33,194,0,0,32,0.536082,104,90,2,0.170103,0,194,-1,2.700645,87.548436,-1,1.127644,33.35989,-1,33,0,0,0,32,0,0,0,0.969697,-1,0,0,1,1,0,0,0,0,2,0.99624,-1,-1,-1,0.536082,-1,0.463918,0.543162,0.489691,0.069098,0.577297,0.43299,0.580876,0.43299,0.580876,0.43299,0.476442,0.5,-0.032255,0.476442,0.5,-0.032255,0.47516,0.505155,0.003773,0.154772,0.142316,0.142316,0.525534,0.453608,0.093458,0.563675,0.463918,0.100927,0.56891,0.443299,0.085508,0.538034,0.5,-0.043473,0.580769,0.443299,0.110092,0.563248,0.43299,0.126875,0.533761,0.494845,-0.031915,0.553579,0.448454,0.104425,0.550053,0.463918,0.075604,0.599441,0.427835,0.15315,0.64765,0.396907,0.191754,0.558868,0.489691,0.014755,0.533837,0.484536,0.015547
754,1,6,100,0,0,5,0.54,54,46,2,0.06,0,100,-1,-1.092439,-0,-1,0.015426,1,-1,6,0,0,0,5,0,0,0,0.833333,-1,0,0,0,0,0,0,0,0,2,0.995378,-1,-1,-1,0.54,-1,0.46,0.688205,0.31,0.354167,0.724839,0.27,0.724839,0.27,0.724839,0.27,0.688205,0.31,0.354167,0.724839,0.27,0.444901,0.724839,0.27,0.444901,0.444901,0.444901,0.444901,0.737118,0.25,0.489379,0.688205,0.31,0.354167,0.793478,0.23,0.53629,0.762882,0.29,0.424603,0.90781,0.13,0.737055,0.818841,0.18,0.637681,0.866143,0.2,0.606299,0.862923,0.21,0.572476,0.814815,0.22,0.558587,0.957729,0.11,0.778226,0.913446,0.13,0.737055,0.926329,0.12,0.758454,0.88777,0.16,0.677939
